"species","compound_name","Station 1","Station 2","Station 4","Station 6","Station 7","Station 8","Station 9","Station 10","Station 11"
"MGDG","MGDG 44:7 +3O",6962082.85399536,25564101.0790992,59619341.9332836,2972786.03105814,14461365.6660648,20732591.0615823,338550.758004965,11816533.5082654,16711960.6243046
"MGDG","MGDG 44:9 +3O",26103386.7479839,116604972.45963,23679053.3498935,755951.573400909,26635438.0705934,22921170.1863503,39613.6826502052,17432662.1667952,19636191.1548707
"MGDG","MGDG 46:2 +2O",2573499.78139851,4295942.21338455,4099215.03014517,1763984.49233264,6541485.18298009,5490754.57895447,2257006.5943554,5109495.88414164,2907239.68096923
"MGDG","MGDG 46:3 +3O",2177257.56413801,2126815.53695705,2671224.5083035,219463.835030997,3526589.78485792,15163773.9717921,202805.722230003,16705205.0611673,2302146.60445593
"MGDG","MGDG 46:5 +1O",6827420.22577189,10719954.59273,10028377.8118885,9145978.09118609,14746483.7815704,20393549.9406507,4954027.13757623,34364113.8844789,16829488.5521573
"MGDG","MGDG 46:5 +3O",1206330.25881103,1263591.19361516,2620995.76406041,40933.327057483,42014951.624963,44786142.8705839,0,112843070.009259,1873412.88822035
"MGDG","MGDG 46:6 +1O",28226065.9285838,93320414.6510394,95417497.3808598,19910163.1261418,39631208.7867618,174267610.441883,8195884.00457047,121976736.066027,83436796.3007268
"MGDG","MGDG 46:7 +1O",1750366.26402557,2565005.78947244,2087440.10799336,0,294912450.093368,51241390.1932597,0,121443768.844865,1185125.6706913
"MGDG","MGDG 48:2 +1O",2030706.35165219,3070640.30867725,5483012.78145745,10246918.9923077,6342872.33251974,3437911.85528153,6034334.18896237,14113028.5600485,1622169.82463932
"MGDG","MGDG 48:4 +2O",12152625.5259641,40902880.1908852,6716270.67525308,1159422.51613581,8246760.21333747,16455838.1097988,125324.935834262,52033118.4587343,43079555.505801
"MGDG","MGDG 48:4 +3O",505757.860999309,554872.551495102,1418097.51089264,3638625.49184857,3182942.41468852,2959478.4995027,1285790.9452202,4212277.06630673,1630144.58356327
"MGDG","MGDG 48:6 +1O",7916912.123434,32761714.5556063,45781806.3445356,17034736.5795692,25799922.7776933,71804580.6408772,9149374.27828388,54063734.7865186,15519325.2339502
"MGDG","MGDG 48:6 +4O",0,0,0,0,10782629.2947806,3085448.4273681,0,9331124.84767355,0
"MGDG","MGDG 48:8 +3O",954655.225869964,199836.246294561,1847072.1732385,69584.0345896355,22106480.6821501,31978881.226745,0,80291482.5793638,1040398.46325606
"MGDG","MGDG 50:2 +1O",4398090.68443099,9574439.94560976,15703100.3335374,1528615.60690662,2992138.62961634,38030553.1167913,1047440.49375521,14256887.8315107,6611692.08235433
"PC","PC 24:2",347313.576813675,1277377.26619976,2614114.65760885,0,5098009.08943281,4105568.94001408,75423.6134968096,1030468.25061537,713720.01957177
"PC","PC 28:0 +1O",456313.258625221,2079303.67795779,4367865.16905765,1177442.96492101,3145910.33584362,937949.184788126,345980.055978947,1582781.67206656,2213221.6677135
"PC","PC 28:3",707273.804522206,5222803.96363917,18774228.9525138,1367803.65719827,4830609.49686643,10363450.2333869,368636.091717266,12995754.5607262,2638329.30311587
"PC","PC 28:5 +1O",9572544.75850146,28578762.5313491,23503996.0389314,1778384.82449872,23407215.5426149,12338219.1516915,130874.426162974,24763260.1417701,22238911.3685544
"PC","PC 30:0",155036832.364403,483558513.828804,438510807.265007,211577917.95459,170513771.785041,407434441.976743,92630765.6627035,354125433.391214,251734630.808627
"PC","PC 30:0 +1O",1802657.40147907,6254291.67443589,10310354.8344578,5016405.83512916,3290281.01091497,3145531.66281248,2729919.65477043,3839004.17286716,3896445.16080717
"PC","PC 30:4 +1O",2243198.02973235,8981904.07422332,24735380.0676427,7179985.24592103,10769729.9065248,10651425.0363661,3380241.7232308,10506398.1201653,8853590.15552738
"PC","PC 30:5 +1O",86054.2156240501,378973.944017121,3103308.81133779,1326564.80001459,1748130.29613099,2242894.61139467,989084.2538624,1895984.59783112,811023.75673017
"PC","PC 32:3 +1O",1873757.01553707,7333675.15889418,7384671.28030276,707983.758074995,3565153.68403826,3608898.11694015,176517.380603421,5926643.063683,3001439.96902337
"PC","PC 32:4",29959379.8698903,92090074.0535254,115954475.849074,81557594.0353063,25481378.9160898,259618280.900265,32888214.6755565,76624940.1583223,59950516.9178723
"PC","PC 32:4 +1O",2318759.03432387,7126369.75001655,18593580.0832773,7068604.98376594,3456612.18240563,18037579.8889647,3526950.93965076,9451972.20406413,8217474.48251841
"PC","PC 32:5 +1O",5957968.82854879,24778791.2583713,82059047.7418002,55773168.4987808,19881383.3319611,34436360.9297416,58871481.9940615,32366942.6535966,25813282.7190026
"PC","PC 34:5 +1O",1625548.9308417,8200252.72218224,28038049.4851216,11387714.8745438,4478084.74794973,18343028.9355521,7575566.33942556,6079459.48447983,5655243.7894705
"PC","PC 34:6 +1O",278403.139952703,1218686.96087447,7271081.19983691,3623298.22090593,1674323.52777245,2230575.57087144,219005.027467788,1880039.73959532,619677.140908006
"PC","PC 34:7",644537.439526586,2039235.53618187,7505725.56418944,2579890.84279302,2359508.57774938,4877035.6273016,1488937.94630708,4608521.69520537,1851526.62012123
"PC","PC 36:10",3866314.2518124,8595811.96490961,20023668.8210714,21876142.9752016,13651289.6008653,3993277.69959506,15871169.9456476,4015896.12118539,3663762.10386885
"PC","PC 36:10 +1O",1345919.73365912,3427373.87817482,3896015.38463621,4655206.1552773,2941999.92047016,945890.803912583,2175159.03752027,2090117.99807565,3330301.23569424
"PC","PC 36:4 +1O",5329252.51115408,14528859.3323677,12644954.6763363,4374639.23691296,2186252.32942539,47474497.2804125,1618719.44346672,17369301.9466049,9699912.1357418
"PC","PC 36:5",862418119.157301,3892351262.52168,2797550685.59439,349020574.457144,356627692.36613,18225059149.4245,171641397.384959,3652638337.88892,2645422553.78798
"PC","PC 36:5 +1O",2749018.535039,8920374.76542387,4196854.44381155,3716818.4764464,16017346.6499567,6373389.25782018,1196114.65027161,5010439.226757,5616114.42316929
"PC","PC 36:9",16452175.3324009,85304687.9351974,88712743.8538397,64468638.4248584,26131817.0439472,30107071.4476017,20176161.4678044,26073217.0767201,44869305.6602791
"PC","PC 38:10",11256528.0188289,30970114.5524921,46950490.9386217,51994200.2657257,18364430.2239035,16781173.789658,29095458.9336606,23766589.038917,23134824.7391315
"PC","PC 38:10 +1O",457711.058277499,1299913.52651258,1580961.66655414,1137750.88009975,164661.32388226,8059641.80980187,3613252.56010668,587566.816249052,2989151.639717
"PC","PC 38:5 +1O",2453462.32434901,5817553.37280565,6252809.75965278,7214189.02086495,385917.903477374,19020055.2578793,4506698.5735774,5517250.40262404,4339827.63570717
"PC","PC 38:6",850431368.182124,2250946073.51148,1805320734.46275,865000061.476149,620395221.786793,5487588504.189,571336274.947833,1833110865.16484,544332362.973434
"PC","PC 38:6 +1O",6728021.31919105,14632271.3456451,6728856.68167212,2693080.14002914,1346719.36975355,12413105.7012012,1159106.56618304,9053895.67517031,13214220.5004352
"PC","PC 38:8",17364412.4551584,57341294.2127955,76559387.5085844,35789963.8329535,24020833.8510831,183515091.681296,14657120.2464224,62201391.9123916,58643856.3407552
"PC","PC 38:8 +1O",2056775.96038926,6173292.62432827,5095835.94001033,4598341.86809964,374087.856206457,4096802.61608288,864379.563462614,1033001.27388032,2636788.23592583
"PC","PC 38:9",55023522.6288331,202836616.997142,248942880.982134,158152900.283083,77270402.5489405,310798318.038223,89647590.2519422,156045431.143473,196018631.046782
"PC","PC 40:10 +1O",6745246.74119713,21508867.3622523,18779845.4463334,4481138.43092997,1659877.1811073,56901159.3312772,1503158.49901321,11280082.0950396,13830391.9974999
"PC","PC 40:11",20883180.0130063,53693371.5648625,72220890.431027,164219193.263474,40584899.3278347,16311434.7182589,177213327.777686,28579094.5722899,15808919.9346755
"PC","PC 40:3",2492493.49379545,2357185.97545084,3671960.55425036,8291139.92937454,848199.489096369,198283.736840688,1909069.31257533,298101.306662041,1525966.98202446
"PC","PC 40:5 +1O",991586.996229162,3198877.45207645,5574587.43100244,986816.839791766,1223100.32490584,6645507.21410427,23181.7186602893,2341968.34119795,2153079.47026572
"PC","PC 40:7",76116871.3106819,293359395.440829,240925746.253958,98972469.9500349,47434523.3186924,1531289287.76752,63404860.0708641,178058924.393579,183674152.618376
"PC","PC 40:8 +1O",1552368.36970607,4809668.07668117,5327252.1483829,5803576.98439331,546913.503409724,7057897.79019515,1556546.34429887,2533106.83885887,1752336.37321646
"PC","PC 42:11",403528852.009062,1835503099.0305,1608749001.79682,783422515.395633,579345396.972122,2450500347.09721,495704399.794621,1533714010.94638,873700866.124901
"PC","PC 42:11 +1O",7159145.18809838,17493749.2977056,11512684.5833214,5406066.37482799,4146654.31084166,13311049.8961405,2115778.45884082,11725361.2756365,11074217.6984263
"PC","PC 42:3",759631.116046676,926624.320028374,2196256.49355682,5270150.80191457,109230.229377267,48463.3478608913,3464704.58834971,40517.678726648,410253.219643933
"PC","PC 42:4",1814513.12704712,4759327.35370461,26157275.3693681,22507379.2178218,1546645.99475123,19669857.5381377,1884672.05107111,5318974.37491599,5857280.90570026
"PC","PC 42:5",15312839.7796844,62435146.2601476,27985555.0851751,4960633.06257847,274662.671510817,68747519.5819032,216005.612593876,28919363.636075,45678591.9419752
"PC","PC 42:8",8369399.63579425,21447051.6752316,16901017.7974301,9215138.85716595,3567820.9849042,61198680.9776697,4000342.78979876,10819881.9951386,12739617.8768978
"PC","PC 42:9 +1O",7485260.70889695,19272787.6722138,19647747.5897046,9645284.83910542,3688823.23982691,82927589.115745,4663455.86243451,18057433.7977035,10973400.7662424
"PC","PC 44:10",941214.979053194,3311445.70477394,5382699.20302112,3537372.69972223,750182.448119992,13004777.7788964,1315427.40245123,4606833.62609096,3833683.00792595
"PC","PC 44:11 +3O",3967680.31418477,4910422.75651543,5428117.73270574,3319870.15053948,2269544.32131762,5619954.04300718,801260.15015571,8288872.50328534,6003226.24608463
"PC","PC 44:12",249157778.028909,631187165.888344,494402763.289014,428003056.587088,220112386.105028,463577679.567073,334930342.696153,797066380.415796,462490570.053063
"PC","PC 44:12 +1O",6227782.8542309,11407987.4381072,4782567.26242111,2422891.06376222,2442395.18063392,5558933.89557903,1872808.56979169,12669623.6587883,9406636.07530111
"PC","PC 44:6",27166149.1580862,102081430.265413,40644553.5780953,6066494.8686054,1428217.36720525,362846969.55024,2095611.98888959,107128416.797636,72418412.0074056
"PC","PC 44:8",17866381.6840794,30674512.5266365,27137486.2485343,11829127.5201082,4546684.99366442,34678744.7743869,3226418.39393456,29403466.8907786,32149360.6969741
"PC","PC 46:7",4204031.86168701,11585444.0288897,7234709.80382434,3712953.77043989,638766.551586219,30632966.0840225,938504.528186171,10467731.7122957,7422827.89107468
"PC","PC 46:8",6992290.99289534,10366418.8200834,28802783.5631515,47850492.7876406,14121373.5581842,4816391.8931145,23342807.9792887,5684466.38334222,4556952.22992801
"PDPT","PDPT 20:4",477420.108465533,2690235.5493093,2297562.08933588,1198400.17689223,2760628.81896178,2583479.42982842,855208.584579608,1860214.95988338,1005299.33962191
"PDPT","PDPT 24:0 +1O",2816806.17025978,8478103.63868758,17255848.3799805,2797406.26980898,4628056.43822764,2816400.76870501,86359.5574279163,4494410.61325575,7235851.33414634
"PDPT","PDPT 24:0 +2O",1836343.38093228,3313159.16783377,10628272.0598254,7697492.3645422,15890491.2659659,2364432.95873246,1434442.80725378,4360308.56683272,1588843.36085856
"PDPT","PDPT 24:3 +1O",201515.132040786,36820.6458526911,98606.0407449597,19475.9574462909,20228942.6998782,10188023.1467317,0,11738873.7790777,32046.3599810595
"PDPT","PDPT 24:4 +2O",24431031.8850145,60218153.8242894,68875941.9681991,49118197.8048626,66924409.1367339,42492328.3155478,37885849.4948462,45223311.7827484,25620900.3228124
"PDPT","PDPT 26:1 +1O",6549964.05191003,43026331.4098106,67573640.566813,4349294.94655371,6910017.16557359,59222051.1158987,5496545.46334543,49723833.2210723,14736385.5823777
"PDPT","PDPT 28:0 +2O",1096518.06957839,514429.944415175,6353756.48341368,20477818.7987341,14057517.3716802,940051.775505459,21924697.7022789,403712.331768489,763504.06555428
"PDPT","PDPT 28:1",19680918.1845798,66428370.6553005,66219942.6180611,1974141.96007399,75049673.787449,20608453.6234786,80361.5555799475,45627472.1197792,40477985.5891388
"PDPT","PDPT 28:1 +3O",912499.33491518,322226.494374539,4287732.53362584,8858496.42727609,12469330.2880232,201319.925552167,2080815.90157133,560166.908243675,535926.959395875
"PDPT","PDPT 30:1 +3O",2918200.02274209,5646387.46499248,20490280.0717034,14830822.6885053,28952349.5981965,2619864.01121083,3368519.92577028,4109330.55068129,3541211.088877
"PDPT","PDPT 30:4",114208.143310785,167509.15491256,2181605.13884301,10310284.7458683,18948.3894459899,73482.5620937249,6703359.68440301,0,83111.9744139206
"PDPT","PDPT 32:5",192241.913823605,190484.967521217,555381.585780747,5956518.5824925,80557.7911764314,64649.3651006964,5576936.25059735,32319.0135599063,160752.910011836
"PDPT","PDPT 34:0 +2O",2524993.91992285,11731017.0576332,21673628.8028319,194609.025564697,4652389.74577291,24681619.4399439,0,24388573.8816843,11515375.5432909
"PDPT","PDPT 34:2 +2O",575646.662048903,2816186.41879843,4783603.74494462,940077.390561678,532301.706110092,1908615.87451291,153847.770224646,3594344.09190159,2681261.73584375
"PDPT","PDPT 34:3 +2O",1487900.75807054,3183283.17390267,6314604.03294857,28546283.6289683,3759272.81337058,337858.575645079,1386465.40195124,939687.986414742,3985264.247609
"PDPT","PDPT 34:4 +1O",0,22426.576924425,76728.8373717328,0,2334711.10043117,11770252.6313705,0,13525938.1165525,0
"PDPT","PDPT 34:5",840719.087006216,377149.014352778,3368303.79015586,21182051.8078534,590751.430528726,3912175.8406553,19667427.8579526,320869.639217136,611128.139403707
"PDPT","PDPT 36:0",3196311.47484465,11176059.3876181,43110749.4143192,17536694.4198932,6554031.7168898,15499830.5171026,3657868.30850446,5355586.5386287,8489350.23927913
"PDPT","PDPT 36:1 +4O",31644541.8201365,308020201.701266,138670798.573849,9392903.20235165,372924049.440929,221106032.090433,10853816.9184503,130181905.490054,26335096.4932454
"PDPT","PDPT 36:2 +2O",29964580.61189,181202434.571065,244752558.804398,8762606.08787763,61305564.8843419,181786838.200773,2456367.81465039,158020481.503161,127708921.708838
"PDPT","PDPT 36:2 +4O",3735707.4258034,27834948.8650858,17802947.3768167,1300809.9341399,45636932.0868221,23917274.7179608,1105294.33569618,16480335.3873737,3738516.61094407
"PDPT","PDPT 36:3 +2O",634867.449846866,1651036.88069063,2203048.42963881,5518632.12148914,402040.84525944,146890.196364936,1749338.88160544,1000828.45567261,944315.453673508
"PDPT","PDPT 36:3 +3O",3161831.0520103,8567104.6143493,12096636.4564494,154611.728950613,1173541.39677188,12296091.2597086,0,12107735.0178351,9587920.73809131
"PDPT","PDPT 36:3 +4O",7165882.42192897,57693001.8587872,31069554.0546974,2082259.82281814,54482862.6666834,38378803.9904826,1861326.56805376,27084160.6097252,7321921.75281216
"PDPT","PDPT 36:4 +2O",370253.01044835,624783.388131698,1487908.32862646,876691.438732172,289462.2590713,134621.470521203,500060.096190102,424760.130097113,1190208.31283155
"PDPT","PDPT 36:6",2618554.02096605,2469836.8648758,3791635.86414218,31352979.1301467,169780.989185068,952713.561645404,41114284.9125398,23104.0697735282,743958.00755484
"PDPT","PDPT 38:1 +1O",965086.1312103,8267111.58580785,10312675.210216,598394.804049243,1780916.71153808,7417896.21435309,1012982.80207904,11832674.7399603,2980215.95649584
"PDPT","PDPT 38:3 +4O",286301760.775188,1873298848.7946,918122532.950587,152701519.074839,2164838181.3321,816486992.597293,188594362.681551,284886125.104105,348258266.746369
"PDPT","PDPT 38:6 +2O",843076.38403953,4613846.5997837,3743666.41869929,414348.152358088,8163185.48799377,4513401.39795908,264601.759114988,6612012.80997251,1515083.79523007
"PDPT","PDPT 38:9",788601.958068589,4805539.51931335,5523257.22850976,5569288.41412546,1597696.77169437,1124529.64476598,7471336.62119189,2575459.63541151,2080410.58006521
"PDPT","PDPT 40:10",796051.106310494,821773.757521219,3076470.6015465,12501328.3618481,477456.038619906,2237336.98743598,23525491.0858458,95947.7216890545,402393.151884245
"PDPT","PDPT 40:11",199799.229212417,0,1052506.98887173,12737949.7417346,40940.6467883385,0,6769385.93837594,0,0
"PDPT","PDPT 40:11 +2O",823226.335442471,2723194.40643962,5440066.82138541,7135509.5893196,3837460.05042099,2732863.53439336,5789910.09349242,2104872.19937413,1636168.27652792
"PDPT","PDPT 40:2 +2O",51713.5211115056,1352413.9030665,3005240.2409395,110143.199354713,64962.1778515819,49558.1922672776,0,294917.592525285,535651.318293643
"PDPT","PDPT 40:4 +2O",6809159.56016739,79641937.5632345,98408992.2923762,5244302.60929552,79420232.0807003,48581851.8016683,1756510.5820774,42337100.3625484,24499139.326023
"PDPT","PDPT 40:5",1615993.62004194,3134898.32100611,5751924.74745548,6109209.38871185,895510.253978095,707947.931284397,2249794.68736668,1358703.45024167,2610960.97059022
"PDPT","PDPT 42:11",101970.35792537,129733.903569558,1745703.7875483,8273080.45639233,50269.4147445136,262164.065815701,10148566.8585144,0,72882.3081464242
"PDPT","PDPT 42:3 +2O",949960.214242861,14389415.1746698,27878361.5281937,2743034.11497918,26068447.4209894,12344006.6127334,1621927.59175578,16716000.6754445,7435376.52161392
"PDPT","PDPT 42:5",2067014.85884038,7780185.47877815,3421576.68374367,332809.362485361,2722541.4592759,2569643.37373543,201838.800785789,2743273.60412933,1907261.1075548
"PDPT","PDPT 42:7 +2O",285067.834014172,5508066.12292042,5357223.64794121,40849.0542870832,4727977.6078714,2633095.00782604,0,2120170.18223441,1884474.72564816
"PDPT","PDPT 42:9 +3O",1241828.02613904,4800251.24530233,3820038.33687338,670178.463138007,545496.3543674,6723756.06362946,540129.772348692,2835915.51711114,3017586.43630509
"PDPT","PDPT 44:12",933187.390001654,748410.808288673,1313359.24516062,11192307.6962488,82532.2978341056,0,9056068.99336722,0,82970.5278385909
"PDPT","PDPT 44:3 +2O",1468227.66967656,11141027.0776606,19501323.2240236,420192.429466164,12628833.829616,9360343.58401378,341975.310501479,8977715.04359741,6454638.59190857
"PDPT","PDPT 44:4 +4O",7061885.0853216,40786107.3685624,49067294.4994108,20905696.6700769,35872536.4020867,30402978.2168857,16631948.1852608,37180279.5016531,19636250.1553557
"PDPT","PDPT 44:6 +3O",1178393.85452223,5061013.23722003,8226970.48445671,1369947.32104114,6811110.87941839,5177928.89832602,388243.652200868,5884286.12067292,4931653.19163454
"PDPT","PDPT 46:1",4702402.96884955,5173962.31563275,4871643.60867049,3100529.94543095,6277230.8506624,3982430.22358319,1404042.54266249,14345535.8669198,3506873.60656719
"PDPT","PDPT 46:2 +1O",9100084.67649254,23189964.4305474,21522721.4205633,7426053.49807419,7618587.2471602,5502549.06166583,3104713.72926822,13612435.9944069,16007136.6245648
"PDPT","PDPT 48:1 +1O",831056.47865063,366657.751031535,2368371.89079258,4957194.78391255,1391828.51294645,541644.56467181,2488576.48312343,5490069.85322003,466437.57796596
"PDPT","PDPT 48:1 +4O",1431289.60412627,3389571.22559394,10982231.4671904,1405312.68082039,3584458.61383513,4855156.35362502,37546.8552308819,12325959.0410322,2747763.59089302
"PDPT","PDPT 48:2",2667182.26861688,4111187.69003762,3682141.02765221,541390.132803831,1439881.69154397,7165965.60116597,57078.2585690635,12207555.5438247,5356794.2131362
"PDPT","PDPT 48:2 +1O",2163732.91623462,3697612.96126359,5049865.19061508,4030463.78247022,2421916.38392072,1011635.75002136,1798428.82201758,7366090.38815673,1645032.79360399
"PDPT","PDPT 48:8 +1O",0,0,0,0,109656332.12713,12755707.915641,0,23006725.7178106,0
"PE","PE 28:2 +2O",1337124.5168325,1014311.92964472,932114.929442765,784360.72611203,2814713.5863373,3342850.1012213,388061.720413482,12517817.3425694,1094186.22429538
"PE","PE 30:0 +2O",3472446.837952,12783208.9317483,21553856.083042,2898637.9043335,3125941.38229264,6275663.6820802,913976.61055545,8203942.66492645,10015404.5581923
"PE","PE 30:1",261861869.949413,823559837.331892,2026453884.85628,119458978.893518,113854070.494306,278371115.02369,28765934.8907577,372540583.69404,659776868.306935
"PE","PE 30:2 +1O",6450852.52820109,19726795.2326972,20801508.2616703,1394699.95434526,26218953.8451808,8610689.91907177,785440.568907807,13855009.1171111,12129622.8281849
"PE","PE 30:3",1214166.1276607,5338216.1177855,14523744.6872454,1725843.07419911,5978124.18143568,11635968.4403387,500354.944464494,11151285.8906211,3286877.23702366
"PE","PE 30:5",20633.2569240923,55599.6794393017,97214.7662601881,64947.8283142608,21293457.5679765,4022252.0516737,0,12239840.0706946,45609.0007683999
"PE","PE 32:0 +1O",895868.569055945,2052071.43988471,4394277.97637207,15003595.3832819,47689.3112680235,2639648.7101435,31656304.0922459,197122.754551773,699605.817020999
"PE","PE 32:0 +2O",17165322.8786731,74213051.1156689,103160162.088759,38762229.7365581,21181125.2637409,36806861.2337762,14776940.252818,32752828.9834439,47617302.8363836
"PE","PE 32:4 +1O",585465.501029026,3042879.8252602,11741420.5912928,3349747.37401571,4233820.14722257,8503605.72558572,1117328.96789355,5976713.04556179,798543.161997831
"PE","PE 34:0 +1O",755547.37912838,1916846.37775846,6532587.34582671,7431769.0568388,397817.83270936,1392650.22700952,20867403.4656296,703386.504876709,727980.916489675
"PE","PE 34:1",47157500.4454139,148271183.157343,354526888.377298,179632105.273255,116995495.622893,298685110.781738,95499247.3729231,154904864.232524,112725391.548067
"PE","PE 34:1 +2O",4290028.62615264,31357695.1415536,49964080.9579901,59354273.301629,10505466.8981138,25127269.7069955,24386250.095074,15690622.8106404,17195396.4927421
"PE","PE 34:2",152901783.10702,695760223.611079,1913050581.30067,1041557192.82844,592553985.555904,1008002134.4274,649764406.868616,833162924.476698,487510570.140604
"PE","PE 34:3",10927109.5665025,43270227.7517599,97749467.1700293,25119058.7553366,37119197.1062487,76247203.4998649,13916421.6278927,54699657.9930618,29117215.4188774
"PE","PE 34:3 +2O",454801.620667894,482288.613290782,2939023.96968762,2882783.22424258,4306768.73353609,6332678.30031365,844985.641025586,6110679.43770397,344114.88199447
"PE","PE 34:3 +3O",1589264.52892662,5682937.17127567,16654918.3702308,3252175.01436722,4001316.2505489,4097794.74730466,1013103.66923428,3802200.63626013,4658106.8895092
"PE","PE 34:4",8986599.25644387,41462985.8577255,97595275.8579097,32386200.8652358,23282115.4771665,145713169.344008,22141438.6991806,50203409.9094048,28076298.4872402
"PE","PE 34:4 +3O",278462.215059749,354365.353866981,850335.319523086,24106.1557720216,3112132.0152288,13785365.979606,0,16716435.6875799,923876.602441639
"PE","PE 34:5 +1O",3339289.14940344,9344161.42436934,27598654.7380124,7609642.79983599,11557608.1238952,22821198.9356919,4494598.91862122,17493400.2536446,8764977.45260405
"PE","PE 34:9",0,0,0,400864.077003643,26184313.1248603,4642639.19599797,0,14541991.3001266,0
"PE","PE 36:0 +1O",1158102.24635927,4288375.05315668,11603120.7383305,3395290.33004577,2102106.86843898,9227914.15664834,97609.5632685928,5925000.27862432,1501912.87825733
"PE","PE 36:1",14699419.6518324,83746473.5412133,67622474.1940222,16130111.4274443,13125844.9651783,37472501.1685089,1597723.44536676,30863971.2824206,24723844.4740867
"PE","PE 36:1 +2O",4922194.51543157,18757826.5012764,39772210.721328,35896316.2891899,13800147.6559548,14430330.4042479,23786841.3812797,11790015.6770852,10818302.5085594
"PE","PE 36:10",52088.5467665714,0,41072.1642433704,0,21937711.0472547,5563200.67350409,0,17766901.1513651,0
"PE","PE 36:2",27554560.0980359,112447256.564262,353217097.456155,93059225.7088092,79581366.9731073,273066322.34216,41028504.4566917,115193918.151285,81711353.067605
"PE","PE 36:2 +2O",1168878.03624189,3361730.64148428,7152686.18962746,8091539.65501796,2575362.30245159,2450795.30799304,5845819.39735193,2580601.89576217,2612896.18974317
"PE","PE 36:3 +2O",1185967.35725787,2193284.86304875,4959917.23586058,5939549.28893003,3996280.22866764,1259562.3773723,1481479.22274943,2324013.68833558,726434.32183921
"PE","PE 36:3 +3O",1843096.59223477,6047698.99337286,11785081.6278088,8070627.74683116,6882992.20583273,7205119.18963722,3792276.06446128,7676234.00271607,3457770.22775375
"PE","PE 36:3 +4O",2130157.20074824,7699544.06621246,14016547.7759912,10383438.8187006,6514990.91799909,5240435.46942374,5043270.86415965,3716354.09333288,4575325.28866277
"PE","PE 36:4 +2O",1359081.50010221,7313734.68950717,12399597.7365903,5009674.19490669,2586203.59807452,6909920.12900516,2268777.30732067,4025670.82321039,6719649.16929957
"PE","PE 36:5 +3O",0,25434.360148662,17600.0610768354,55950.896292283,5178612.84690341,23522369.6085084,0,30592451.1640563,0
"PE","PE 36:7",1621973.91214412,9155803.75203574,30837988.039433,5860871.14393455,7679286.60294866,22444260.1733187,2449169.55934722,6583469.54565329,6880181.54432749
"PE","PE 36:8",791836.446877463,4219651.73589599,9391935.77547483,5135304.16764843,2959088.45552544,5716969.89307597,4286569.24750613,3650266.03680086,3020480.72641545
"PE","PE 38:0 +4O",2458673.39983704,17190284.8387395,2856071.77919638,2628810.9692073,35994466.8036451,9274247.23419965,264115.986849824,6943103.00197506,5858592.98484887
"PE","PE 38:1 +2O",9922403.74972246,23667703.2836527,91288324.7352491,38634046.1838654,15519604.3498441,35795932.8745015,9521795.66723108,11286271.0894992,20458449.0702448
"PE","PE 38:2 +4O",908594.695161884,4803796.27570814,1616220.29075247,1166804.49981909,83300.1847098615,0,61767.6207519781,0,905832.673134365
"PE","PE 38:3",1451022.69601217,4865556.49581994,6257020.23087998,2399059.80819356,1641866.75077504,21482492.4027435,672160.448564547,3932510.3775318,2461641.11927694
"PE","PE 38:4 +1O",9115777.26994463,27852084.8221903,35706747.4310335,11059277.5181611,3681210.49983734,156453224.518926,7477846.82654256,17551590.1145234,12795652.655332
"PE","PE 38:4 +2O",1612600.17066555,6109235.45103024,6142774.93476095,7694572.4691046,2261015.08835441,570223.021699675,1378499.43623654,1776594.83063525,2614766.987848
"PE","PE 38:4 +3O",3533535.45445129,16849790.4665185,37009458.9260225,14673423.6801713,11171754.602925,15760294.8540083,5803642.85009984,4788694.64730137,8374938.25922239
"PE","PE 38:6",506510741.168928,2343440792.44008,2748714117.92804,775787377.40255,399852565.338711,4757543841.64238,534485439.155047,1426680107.6396,1131565681.91062
"PE","PE 38:6 +3O",0,41541.2899340313,20950.7605721995,18634.3598086907,996961.130884558,8132698.15376019,0,10901229.7414693,0
"PE","PE 38:6 +4O",448040.030248074,1664928.59256899,5559721.44435975,3736662.33390005,989929.857933413,2187392.5108216,4140929.79708127,2003513.92380728,1427917.26100482
"PE","PE 38:7",17453994.3256953,68528673.7433235,118331924.661825,48378113.1817062,15728468.0165943,112749774.180248,32369580.6569707,40040377.5838608,87354010.1581623
"PE","PE 38:8",2214726.20218021,6794242.56451257,11789008.9647423,7694724.19374028,612955.54538894,23371460.1248183,3429750.63211282,2406471.66227906,9671793.16559475
"PE","PE 38:9 +1O",174070.090219994,497778.84265471,2571973.46932551,3100872.98406744,1326705.94466245,2205698.83724379,0,2523871.77489345,194253.319900131
"PE","PE 40:0 +1O",854581.669304301,5186090.87984207,11000704.3477063,10626595.3577803,430193.343644845,4719717.69031943,3696827.66871856,3735209.09843836,4788628.4855804
"PE","PE 40:1",8372607.66655264,11248764.0297846,22522367.7379572,6379760.00374537,1452631.52293682,2267064.42446862,2777765.53519198,5898061.77233159,6721044.77719614
"PE","PE 40:11 +2O",1256866.46587696,5281569.35500497,4407389.91864996,2126034.40422958,0,250375.177724054,940710.517831411,0,1372753.72716392
"PE","PE 40:2",20796912.6789111,71048701.8468769,177170852.058075,104516627.725375,58221191.960869,143071502.13512,43593599.3064237,72018214.3993351,60550059.6940035
