"species","compound_name","Orbi_1231","Orbi_1232","Orbi_1233","Orbi_1234","Orbi_1236","Orbi_1237","Orbi_1238","Orbi_1240","Orbi_1241","Orbi_1242","Orbi_1243","Orbi_1244","Orbi_1245","Orbi_1246","Orbi_1247","Orbi_1280","Orbi_1281","Orbi_1282","Orbi_1283","Orbi_1284","Orbi_1285","Orbi_1286","Orbi_1287","Orbi_1288","Orbi_1290","Orbi_1291","Orbi_1292","Orbi_1293","Orbi_1296","Orbi_1297","Orbi_1299","Orbi_1309","Orbi_1310","Orbi_1312","Orbi_1315","Orbi_1316"
"PE","PE 52:0 +1O",656580.7385642,0,207071.506467442,2039904.02435071,1725823.76452935,137005.248160986,943480.612481065,400916.584416821,282607.505688509,614647.407436095,56002.8938038223,247315.321541745,46918.0821260075,234554.583423953,1320517.39124058,1293882.72119261,410539.879729025,572356.800120355,59482.6589530713,1513608.0218695,297949.764035854,415741.857743951,5513015.84753469,0,0,134724.564972587,546520.530035723,1307816.51929544,0,1975889.83169973,1771378.21778115,929576.731301327,1429883.02235419,91504.7805560948,2518269.99042147,1111052.92806
"PE","PE 52:2 +1O",3009944.96230613,1232724.23960297,520905.671103366,5700925.63334282,9567909.292209,1949557.11187691,2606358.39699423,2030047.61924143,2146112.89566078,1828705.97453901,813553.357367793,1841340.92727748,675758.666277817,1042227.08030125,3150144.06423805,5247990.43291585,2852474.71006605,4602951.04236539,894838.189038539,6618763.01337047,1662590.88435877,738928.406309643,11544878.3161172,117733.119838608,0,1462063.4271268,1741072.58001664,3515593.97493043,805628.979122945,10913656.3407002,4359473.8829638,3863154.93557066,5945426.28688659,547786.479558204,4523159.7281398,2069863.18960107
"PG","PG 30:0 +1O",4360625.0404735,7284226.73440104,46893.3465894885,16699775.7271318,8572822.31619805,8263298.3719442,8499137.55770064,104406.408157373,9087883.95961045,404669.732376592,34537.1760331611,14629402.2422849,0,185864.366819452,45994613.2086255,10062776.8987698,8997282.94454051,5637502.2088734,1135723.56821675,27953754.508989,508616.739777456,43242809.6164859,1388573.61421892,40363.3751960747,0,1717567.01963676,13629197.6427132,14387037.9273464,67300.9560644621,20315620.9836831,51374852.3366348,10756400.7202618,13479116.5876709,196828.857315928,12659550.8489964,3448864.86063915
"PG","PG 32:0",6864091.48324598,5421807.30767665,3197478.38789109,21333749.7185156,14989228.0093173,8413546.34694968,10151078.1491403,5639242.61560852,8522805.84244932,10540502.1107092,3477332.47023394,14143397.383115,6055749.46071497,6141179.93999779,13284315.0885779,15686607.5191613,9375208.37240714,9047608.53976642,6728527.70713272,24036433.0822004,10678542.1334319,16491278.6098735,10745239.8377526,5242603.3902795,2913452.71814806,7792455.50517329,11563720.2416025,14020184.6847342,5323652.26394537,17556836.741767,17399947.4233572,9911403.84396471,16103770.9505233,3956630.26878881,15570771.1945136,14537894.425825
"PG","PG 32:0 +1O",2194234.56386776,10256927.3491481,0,20636264.2190353,14305386.0649358,12450590.4920071,12919661.996421,0,15444918.5445158,177194.800736518,0,6844360.23134969,0,104333.511473617,20882514.093609,13533408.728585,6154374.86666447,7165656.72672008,1748623.34355684,36866296.8695818,288503.030708215,19636286.234432,1919756.97043077,24138.583267821,22193.9016960694,1254351.41832001,5933543.82822172,6754259.40224902,21198.9956910836,27362446.9912275,33376454.9263236,11862573.1204393,6101412.02067852,34455.6306081284,5277971.76032707,951591.317167715
"PG","PG 32:0 +2O",367860.680185645,1633833.86517535,138212.438512119,933946.055009956,684251.17514903,674996.186326458,2801778.88269136,588279.551533307,2656938.76151751,2285197.61831342,294256.325172468,1589340.76070303,947649.534384898,212561.780076452,1543515.38156083,711596.999108713,1088687.80693412,359805.74784089,146110.77839037,893020.852901757,2022472.9073459,572895.148129238,14379624.9925053,175863.690045562,291247.179944501,368751.370487547,631885.17207802,474545.692166891,2478676.59847081,815251.62930643,3529300.49513469,2700367.8720495,1397876.66802873,207176.504909389,1839464.75639584,1688800.5690247
"PG","PG 32:6 +4O",65848.2197291402,122358.665665829,140578.431069322,0,53397.9522041022,148167.79600033,144764.156842764,350950.406673992,120975.055903717,383281.680602126,94089.3751947265,689284.92648822,391267.93369504,0,155030.212985484,159948.838404805,156185.376582684,266608.060616721,464984.52672859,55905.7844553627,567362.363310579,225738.112055679,0,177766.290258848,148844.874758547,34121.5433780523,149707.452743087,485803.530414354,43999.1350626215,51237.6204882852,149537.248516904,58956.5329022451,636685.798739878,181068.854813801,401971.418607481,403991.468388427
"PG","PG 32:7 +4O",0,148768.24368029,344915.781371712,0,0,186113.3128606,234524.632161218,415142.725321869,123780.45954344,507042.876761844,270448.255443065,558066.239672771,535474.918101306,182430.998441073,55404.9360275408,85928.2473807315,0,71088.6681878523,66614.8106240553,0,455182.688474212,0,0,334370.057442284,26712.2194010154,0,0,0,32778.9665304836,0,0,178649.123353415,317815.541825609,114860.875319092,191498.078631902,105754.364356251
"PG","PG 34:7 +4O",47336.0442768792,47776.4121744171,252518.153141862,112921.038780982,272105.537900387,48325.7103377976,404454.764470888,573130.204387816,67308.501943957,527107.508395327,508868.259135068,700830.70182508,686028.860642008,200233.449188662,180843.275922785,222761.4550545,161448.178687543,449501.829746655,515973.704442463,127789.572481238,1165361.15875845,267097.161673772,0,582222.452897507,319797.749730058,237941.686411599,425527.777813876,530912.966549104,564210.651084189,266273.883813216,127370.471979852,112870.087154057,605598.257266496,220292.872421234,592180.764392866,435469.346069391
"PG","PG 36:0 +2O",990440.788633163,3500743.86217207,512990.325911264,1087306.51136929,754208.738775773,3653797.36782669,5277018.83432251,4155494.49536103,4340998.90922635,8588380.14196739,2458638.12372114,4696559.99027906,6231634.32606439,93731.6232781889,3313953.21100673,1867944.10245934,2236037.83817528,626814.079706142,220188.082917819,829198.53113786,13869021.0055706,3353820.93805774,0,1194929.04665764,890227.171353616,894662.746273737,2075361.66480399,2578819.92797143,9840554.40562066,747041.461010491,7650383.38798429,5783805.96976627,5866819.74622767,194694.110552036,5266018.72700654,4843445.08042426
"PG","PG 36:5 +3O",0,4368861.25528513,0,2958785.83704968,3562001.43666111,6072029.71842846,6855855.01678655,0,5890667.7987746,0,0,0,0,0,0,2898301.17334022,0,536748.410811182,218583.284884708,2657349.25060389,0,98771.8007277804,1696397.12415307,0,21487.4823490658,0,24227.3832650044,0,0,4240488.87750846,0,6403416.61709857,0,18620.0427318139,0,37862.3102948546
"PG","PG 40:0 +2O",611254.650203997,384990.269179856,53195.7980987449,3959705.00140684,2749050.37266356,820326.74869402,1179325.88530883,38090.6225607744,668947.914771879,475131.120669458,0,933543.217694172,0,238001.95557877,3340730.22463394,6010451.02458497,2586425.63378226,1390201.2213959,380661.78590202,6365656.73364615,208301.347935595,2660310.14919632,1543229.17144494,0,0,917974.939509202,1333297.53877151,2849560.59586913,0,4381382.20318057,5388839.12984523,2245365.41611778,2345749.85779197,274387.393511476,1655915.4331608,690766.888453291
"PG","PG 40:6 +3O",1247664.04404902,82829.6961037879,261218.759097322,1225774.84238608,660112.236101732,199532.364141788,463907.640888057,811200.919828641,257483.46322944,2064660.18574828,1380348.4712771,681581.558043877,294253.868353038,1331202.93606125,2030512.43542786,1299218.37901885,1627227.83475045,654093.317211319,381308.844140163,872312.899165765,1635512.35707192,1915750.15213639,4736122.11152074,1135019.70394089,148329.516813618,1319848.81308328,1403668.49918435,2424921.57329141,590076.394986438,1726240.42022106,2687496.17530777,112375.981482526,1090029.07667136,728089.761582031,1603013.02050363,3097020.52618562
"PG","PG 42:0 +2O",798527.778048576,166855.919557671,50770.7577586331,3266836.10815622,1984810.43977694,319741.445371595,635187.427045699,146413.024989863,465535.380078396,665558.794794871,0,890441.381241611,234086.357529687,345367.510718623,3911953.10813292,4135938.45217621,3497664.32202191,1826534.73797072,559177.195926625,4417621.0415188,478351.523187705,3850982.86250535,3353845.84465411,62959.6840981138,0,1287018.63489066,1613776.34224937,2673703.70528524,315895.005649863,4643592.74248651,6005153.56884548,1275524.14895484,2195158.21997973,344413.976416014,1336439.59208019,926995.247125697
"PG","PG 42:2 +3O",145597.897992372,138838.165674857,234628.836793906,320814.813644653,38879.4024033131,243301.888241599,171666.518014392,178166.81755029,157789.616688959,191918.012452649,374958.15579069,43212.4405220561,123073.52705391,193308.475568984,579125.682500397,179019.79563111,209406.736950467,94408.3342248934,336320.887702862,363772.046677974,167205.772428823,0,280511.725828586,265307.299949492,158822.327641486,266238.570511888,112372.272979259,572898.958516778,242340.706803592,221539.294868293,612557.406750795,437880.299896811,341095.247781211,247918.141397461,25961.2033974476,108192.72565595
"PG","PG 44:0 +2O",953908.260016278,312701.516109826,166762.494885383,2232414.22490784,1326135.44500461,196583.48653987,232041.429774642,70218.372586564,334963.571207385,406479.035756841,83637.8517697898,361145.859654368,221332.095891758,200415.220526044,3485819.47044161,2173245.99060559,2709151.12533089,1758834.73801768,448983.265365915,1720025.75429428,186891.67462194,3029158.24301279,3501811.81142259,327176.615928748,63686.5090107339,663560.99827006,1506707.51521769,2075436.34089502,238827.027291371,4598113.56804145,4152680.90842113,687570.183842442,1615910.79572044,290969.836832682,775826.917871731,471673.16444517
"PG","PG 44:1 +4O",0,61921527.451424,0,26435665.8933289,19760139.6388048,72588179.3228764,68295393.7179689,0,70385672.7221382,62575.1244957901,0,0,0,0,429420.57864022,21629929.7497727,0,8427513.33404316,2655609.26892651,37300791.4694594,85114.5717563891,0,3692814.92031196,0,0,0,0,0,0,21827591.0200071,0,106525309.221151,0,0,0,0
"PG","PG 48:0 +4O",2601168.07677136,2108460.87621055,582526.349743123,5484081.85036383,3694020.43966058,2195032.13361786,3357204.98146571,1920751.08117212,2425044.07828533,6622060.00438535,1063655.70700414,7643640.85379324,2068371.33448056,868208.5115621,5516980.66806344,3174182.29606608,3696066.58944238,1109370.77475363,694014.070115872,5482835.77813274,6177964.8430094,4134527.31066987,1070861.91362458,438566.425937045,423785.202854286,3238041.91992262,2796857.52132089,683419.807876247,3811642.05202333,1859913.92247349,6244475.67867614,2171380.08132732,4442764.53290761,271608.647038274,1860612.29353677,1699117.45730509
"PG","PG 48:5 +4O",481566.147259697,7454035.93545994,583189.400642793,5376128.43264434,6292382.63664876,7358691.23335356,7007764.49526503,458158.282324474,5519720.94060921,1144818.30897079,993825.894058712,509178.139991736,484737.790163606,103556.709391006,1332063.84132917,4137905.41939228,247953.255375981,2575199.21295841,2474171.18139904,6450453.25653433,1617036.57456805,503825.675029332,3963126.47860349,447661.268703558,437410.490622801,463131.636188771,827833.93176718,1003929.06718737,1729010.93017957,6340654.54409527,2842143.60120706,10448057.4327088,3039605.89375157,125983.194158186,2146932.21597637,1258335.86610892
"PG","PG 48:7 +4O",437687.554593443,3752961.46475234,561005.979822926,449235.75126546,2373837.00080082,4687689.77668259,3835884.46753269,228084.632591608,3327326.5225421,1002407.18546227,521280.157142022,3019467.29812426,105939.088258565,0,520130.252087084,1188819.08246357,104863.989243339,429960.6246312,977789.280710696,640854.866305227,797044.206762409,416499.881637125,314880.667967175,284268.788925891,0,197981.152799019,660134.908534232,217196.419998007,1060487.71962098,2328663.22612905,2291059.24496075,5106177.95543183,3948172.02334545,0,3517884.58836323,2087737.38333789
"S_DGCC","S_DGCC 26:1 +4O",726577.589323025,166684.149281466,676929.202334768,0,0,133579.764867858,0,601838.29066462,0,1358348.1167857,281701.576384486,509780.941072123,597656.165807965,0,792494.931032488,282965.381490143,251092.820156142,0,0,72742.139322323,2409366.96349508,2027334.77684755,6201298.4655912,0,0,227963.708280555,1566803.69608801,428504.324205625,190015.276908888,368452.740144781,2750046.80079908,757074.730136892,2156161.47219438,17533.0519064424,1899565.43140092,1229026.90511303
"S_DGCC","S_DGCC 28:7 +4O",1263177.47887127,1385814.14764419,0,924317.316775465,668835.123324669,1586058.36549867,2042220.99352848,0,1733892.83139953,0,0,2933963.00391839,0,189732.181416045,3069216.40940622,826310.815200672,2337564.00513162,674034.446049998,219360.27511849,1631789.78514286,0,2544585.86627602,410268.409439556,0,0,1296490.17141144,1492964.56801477,2833448.37448176,110649.495890891,596494.963747723,2728689.49667531,1775578.82796246,3554785.98603808,38007.2718130079,2301581.31399804,1461152.83553729
"S_DGCC","S_DGCC 30:3 +1O",927833.63434612,1256841.8759935,1186582.04618129,252040.332333487,828082.968989981,487536.346933745,789915.673139117,771845.489322879,1113021.02133062,903996.284223455,2968709.55746756,538150.60866491,1040593.50606837,17034076.6119171,453013.365332768,597373.524383494,239295.748279586,1016596.69343786,631211.498725343,702520.629718312,59138.1040342139,307240.08560377,562853.738569559,1104353.95520964,474976.037115437,426199.696605899,353626.870797707,61351.7034699119,577082.443920864,327265.608482679,1152005.96329843,354435.564974488,179411.167884914,833708.931708038,202176.315925424,619814.535017392
"S_DGCC","S_DGCC 30:5",1156213.93807394,2912354.57807758,919906.023785245,1950906.67623717,2340246.78751782,1279278.0343532,2265492.33708018,2004361.20821851,3138444.06273156,2331270.00647105,1757269.0072804,1366761.70374434,1572688.00348302,1566233.82774231,1348025.93193244,2146512.5532378,1240750.48701998,1379317.47967094,2803275.57539601,2300344.92833802,2053635.33358607,3032995.20631083,0,986525.931444046,1091940.35497336,1648022.38436369,1771991.79128745,1694794.50468303,1442994.52340017,2423199.2011523,2653948.65018444,5715550.05487439,2998940.91903855,3074285.99095826,2862470.97045624,2111066.1866663
"S_DGCC","S_DGCC 32:3",263479.444420357,693531.967169525,2087481.47300703,0,871750.84743544,773617.193828797,857414.522164644,8667669.70535449,1123710.1823468,13082923.6507287,8187639.12934432,5977061.91459111,10051138.0306619,829008.296287206,2068998.71056952,0,1244082.68209859,281171.477520062,553461.017102123,184598.899673966,11703770.8363102,2100789.0978127,98423779.4775425,1851118.94350368,1653733.17610338,1709704.60431343,2121109.76296573,3553389.02725401,10437157.3082262,0,5588643.19371764,1035638.37337837,5782019.12929827,610176.113797966,4680029.98838729,5957352.91210526
"S_DGCC","S_DGCC 32:6",682051.078911402,20522407.3927071,0,12936393.3811526,11714073.2043755,24485771.8848411,26970869.0014268,40081.4940443686,22894179.5943804,812168.73458936,0,514233.434411931,44650.3503303112,182234.208827031,420674.364590847,6914908.71848809,207183.998288177,3207781.24408094,980920.191393679,22954382.7235342,318710.799275931,277534.695348739,3760293.54850365,0,0,35106.196402709,707427.718278749,269593.664999354,0,10938340.8142165,1309724.39931805,27926004.0630234,1044760.18948247,0,644880.488979742,113568.159746675
"S_DGCC","S_DGCC 32:8 +3O",607947.621595912,0,0,188891.821121658,28477.385420219,23752.0179416699,0,42361.5562650243,26900.053506139,400076.98830727,35759.8295076687,1172515.5045346,49119.7477479323,76434.6071456468,1091081.8523235,141604.314878145,1330358.13909024,26463.5220948675,0,268748.70982732,284652.565709968,1231215.25007316,0,26008.9220684989,0,862814.253188012,1018029.09944065,1798530.43541608,233536.082263697,190849.469637927,1758613.22536319,0,1316156.75331977,65129.9438506407,945197.486281997,750186.042150002
"S_DGCC","S_DGCC 34:4 +3O",566596.702642906,52276.3553162426,148030.176374157,937385.612572166,638129.290276907,41919.3242016479,92713.1885725174,386683.37754109,42690.7869513067,980674.409053287,363682.959432879,513274.161532129,326369.829691646,714823.05263176,613814.437920218,515431.993337532,203078.459659428,335235.226496257,268128.522300551,648169.445907626,670762.460295357,368059.323931215,4304405.33829916,504986.488556162,22926.4006905093,453198.054946967,592984.825071653,925655.77470723,530655.798281815,1027804.81302532,391019.81073307,117718.770011551,350891.25290155,416313.128296386,746975.913067397,995530.158627776
"S_DGCC","S_DGCC 34:5",61717.6917443772,0,125090.028057028,0,70754.2051227559,65040.2011535786,0,98316.0934629648,78367.1924955248,132456.664720986,67783.3973884295,184421.967326302,232949.932254475,288819.520943152,306185.074797797,563030.775513664,382704.057669577,590535.964907084,1024563.2341579,549348.657365674,709486.967175152,1382210.39710693,387380.039527123,976679.013292369,854844.852637521,625288.798076265,812746.84096073,425995.953435793,1250986.09684319,742862.513945371,1511248.22730712,1206604.13922168,1212292.52856103,2460313.02845311,630696.169261966,484868.513143
"S_DGCC","S_DGCC 34:5 +2O",0,1290492.10441605,0,5888071.20059295,2139226.81549086,1959280.66831291,1877253.68101527,0,1356486.15955845,0,0,0,0,0,0,4015010.28435668,0,182416.038537567,0,6214929.41613149,0,0,38024.6926517101,0,0,0,0,19147.1061700376,0,1304154.47754462,0,1948310.67500961,0,0,0,0
"S_DGCC","S_DGCC 34:6 +2O",29663.4957568649,2368110.57145673,284341.2024313,7843293.60646231,3494009.24043119,4783266.26288071,4610676.9947808,52032.7477085185,3739799.26316621,177990.827742596,144796.021953102,90447.9071563262,76456.0475490375,117780.651526464,137528.294577976,5142119.60123367,36911.540706966,525678.870634275,168618.831081603,10455411.3661173,233050.577178089,130149.105116334,248751.683687609,133495.06967294,338389.123190238,60202.7655884853,124976.565216515,63294.7892401184,225105.489402075,2559548.95246935,299151.756467485,4158450.45058313,124778.298459225,96781.9542004515,0,61800.8531495743
"S_DGCC","S_DGCC 34:7",513628.498052974,3337689.46560875,929547.78385346,2523324.40201278,1877356.10198839,3597796.00483991,4273820.9828785,626038.968110465,3214746.28793489,2507948.96146048,1177330.38454187,2627656.57763557,447216.746142561,246004.022408845,3338877.46016407,1757422.05420924,292397.897913595,1107871.23410226,424416.331478797,4072151.62906286,1679972.05662304,2192498.97835925,1585471.84777347,470851.316846767,0,0,576483.805382722,78411.0458566655,938556.653485065,2853618.70226055,2725667.43943777,4385944.01156544,2653429.22398394,289361.357295899,2313316.4449346,2021751.1590022
"S_DGCC","S_DGCC 36:3 +2O",0,1736349.83184277,0,21522694.4127767,9921573.60652013,2971026.52537599,2797790.75612619,0,2349099.7813905,0,0,0,0,0,0,16407258.9730019,30258.4352280727,1348254.02038036,183917.851464518,25042663.8960557,0,52348.487543688,1660172.4239778,0,0,0,22779.061586858,149469.844958345,0,5770882.3446693,444046.65041101,2792927.49818562,30808.9991442794,0,18756.6711116637,0
"S_DGCC","S_DGCC 36:3 +3O",0,21473911.618413,0,3504423.39076281,2433541.90539741,13020492.572784,13184463.1606954,0,20345417.9593195,0,0,0,0,0,0,1899157.29085445,0,1902106.07493944,136605.348998543,7986745.13087169,0,0,93391.7919601906,0,0,0,0,0,0,2430874.7534197,0,34684010.5338436,0,0,0,0
"S_DGCC","S_DGCC 36:6",0,44973.387365911,66492.1605202912,28763.5093249709,299100.545897855,99481.3801530251,46037.3901651155,4869898.34589306,134350.90450027,3377382.25802538,2292000.50325496,607364.322604094,4560003.7780341,164403.1321379,55956.1754449068,0,0,0,19455.7413933984,0,4019254.18809401,31356.1548574875,42696803.3167984,0,323151.603746346,104097.520987066,0,0,3500745.79897979,41351.3816946855,1249795.65463945,126121.412285063,64860.7420238807,15953.2117084148,1335831.63625794,281073.945637581
"S_DGCC","S_DGCC 36:6 +4O",0,670005.659612624,0,5860893.65113566,2106675.49462856,1263129.38399058,983868.737277753,0,1122658.44065388,0,0,36049.9623431462,0,0,0,4586439.84430142,0,1330862.72584987,182223.488644426,4493450.39845115,0,0,823439.917211321,0,0,0,0,0,0,2220289.18078042,0,1101397.48248739,0,0,13539.4968708132,0
"S_DGCC","S_DGCC 36:7 +4O",0,5401498.04464949,0,18900976.1009138,15078565.9254042,8678834.51280119,6739470.09033905,0,6455019.50312857,0,0,24014.0316765811,0,0,23979.1623164761,15968640.8878658,16182.538077459,2611236.59917397,1293925.43849182,14169835.2445244,0,39552.5368151848,4202111.90289083,0,0,0,20222.104371239,15866.3687172727,15171.0481236875,14498453.4637023,552338.943259109,5362919.09253725,0,0,0,13061.3267098025
"S_DGCC","S_DGCC 36:8 +1O",25418.8883125389,1043116.09108172,0,10646161.7136952,14644923.8363624,1442608.37151166,1448487.32817604,0,1293512.25512182,0,0,23047.4106236188,22443.2862691713,0,0,5916192.07214341,0,3650497.19276242,927707.233175629,16935588.0106024,0,0,2471523.70307764,0,0,0,0,0,20854.5903432229,6431068.53546851,26150.2614937153,1545705.7896369,0,0,20850.2304064063,0
"S_DGCC","S_DGCC 36:8 +3O",0,630999.541017367,0,12589630.4925071,16652221.7618218,525518.024925223,479522.037519046,0,487638.030215667,23595.4124105931,0,25291.9129674155,0,23456.9443349798,0,9521106.48279266,54061.5674074169,7830592.23690537,3324357.68931223,16750537.3973711,0,66894.2581494076,9474032.32045255,0,19487.4427799891,20816.4358261486,94659.0315694835,66314.3396869451,0,13670246.8812881,193364.924353867,588625.187635031,107031.474974104,0,14172.6015569856,13951.5213094842
"S_DGCC","S_DGCC 36:8 +4O",104014.857866895,120993.165954289,0,8226004.73871217,12199891.7264961,254504.614850692,112047.688240354,0,166904.425683455,0,0,0,0,0,0,6416186.34013482,0,1794688.06199751,2454305.00047965,11597406.2147382,0,15391.8478073146,3872822.83062532,0,0,0,0,0,0,9404910.75273212,423440.813451471,468930.506898978,0,22144.9619128803,0,13022.3459221843
"S_DGCC","S_DGCC 38:4",623072.893843102,1396024.41984083,1081434.36269894,1066574.55613111,997154.809070022,1043699.08244283,1003727.03481808,569780.766066751,881253.79587114,948661.190081044,876071.98304432,835891.43955569,696967.356568496,1085427.68332154,755530.252341534,1560797.38888038,1600447.84878374,1717188.31507133,1385667.98127116,2409763.81161025,1264862.43774555,1866447.80702266,2630493.86553152,1131735.68162355,2134493.09824405,1939782.17713179,1581809.6733981,1379720.52682305,2095117.18844142,1574129.22053385,1967747.67748534,1047497.69756019,853052.563883512,1122462.67153409,663187.890960071,925296.425649451
"S_DGCC","S_DGCC 38:5 +1O",236528.250685603,134034.344750839,315855.436563169,652187.748337308,341165.108320461,354409.019931285,118493.689934424,5986132.01271779,301067.451701564,7102028.92774901,2904803.72711508,914086.270610604,7509673.41106392,120117.332620599,1155567.70430693,928423.129530686,881044.042522977,296111.618097833,67335.9104434515,526655.347183451,5785792.69505974,589030.572206776,173708.886490225,264391.438653966,596347.955406354,330683.803643691,564108.066192263,1342022.48787379,5868272.28892142,639746.028195784,2481138.08740378,583035.541547228,928514.845628425,281190.259104689,1469200.17081011,991389.233833669
"S_DGCC","S_DGCC 38:8",71868.9395295784,1102840.06884451,346827.176105341,318692.945199121,250002.272515695,1142110.41324169,984184.822304514,1720803.11480148,761609.695393611,2388698.79277235,1798453.26565128,970559.893321148,1714838.72792201,68241.8815157853,287651.301643762,506006.991057229,55147.6497797993,176830.614379803,0,544664.28704322,1621835.64198059,160946.360439613,152916.69214032,146895.567433367,124245.779343744,148259.410946644,290215.31643296,319682.830575082,1909312.24947656,448508.336959921,472642.906725725,1245650.82511608,1261098.14069267,16086.3150873951,1121554.39088873,583834.203883429
"S_DGCC","S_DGCC 40:0 +1O",0,0,54529.4740154943,1846714.23224167,0,575654.124078168,554403.481729507,3229459.09689483,668218.172607722,11112604.9327644,6047870.59180182,473768.924001267,1781935.01729058,0,351997.89065524,4622369.19583251,2850736.60971495,836858.403954776,1522006.49091604,5443711.79173501,7944642.77647974,553557.666199313,6544939.5523634,1198220.93252469,396280.624258496,1971477.28473575,1039978.42705184,2095030.91035528,2206122.89088237,5169467.52769453,2245423.36504581,2347683.98074704,3002877.85583783,0,8177190.30738207,5160876.46462596
"S_DGCC","S_DGCC 40:10 +4O",144327.834934175,44181.2172892726,290693.252342533,93887.9487048708,317637.414705839,335134.10234995,492910.681929824,310984.854065713,213354.547677787,245906.082575518,84124.0438616841,1268025.71224958,166146.80109044,44699.949964831,326869.046165044,372918.765730904,279348.147157246,402769.170997666,693934.649550024,240445.002102723,455964.031413677,514145.255820699,0,265238.745460704,310697.341736256,352228.197695921,571936.393482056,615621.510391194,365922.921458118,392398.817216642,422140.811810081,282934.376091739,1011669.96623331,67367.2921521844,767095.900714799,345086.607138133
"S_DGCC","S_DGCC 40:4 +1O",936892.383990609,1128735.74682713,1121041.45526619,1118357.61828381,1404868.55282261,1119692.38804585,1678338.79656167,510029.860412271,1109636.78671275,1039368.91339357,1200143.58680562,693585.148565198,711917.491322823,1202836.97571627,1056846.93367963,1901959.05870152,1987204.94901868,2107285.18649121,2567166.09064037,2997993.21921809,2264436.24857219,2451865.39966787,2403094.07338288,1669974.18827296,1805343.03973406,1982432.68803975,1536584.85838494,1722935.11089493,1849481.18418726,2265910.91557962,2534850.47851919,1186141.13488677,1700061.81685258,1534798.21233838,1463339.48225236,893400.705429736
"S_DGCC","S_DGCC 40:5 +2O",1443118.4021963,519977.977245399,0,1317268.12024866,2527944.73262757,513289.130010358,902966.71429395,0,307617.533152256,41957.3886413646,0,962555.271644135,0,50914.724145169,6943490.69845067,1240750.38903133,7853881.62422422,1074658.07344978,573635.622336716,2641496.76156842,435183.143882978,8168833.37364081,181375.776648053,0,0,1203398.01121958,2560015.55218449,2265648.91688767,72462.1450750238,415867.433714641,1197482.93095212,560622.567219171,8176887.96574654,0,4486883.89390335,1787828.12279857
"S_DGCC","S_DGCC 40:7",811023.49355974,1259905.06412095,204658.531704679,409375.193585753,773748.555071169,734221.12747103,152545.06484618,470268.077381266,456247.527719599,783316.2948232,631765.823071856,391790.274939172,924784.97516603,506577.857876741,442366.270790396,603066.764497874,1231914.06638725,924830.56314746,1122741.72584316,403014.452102229,1313006.65281075,861088.043755964,1188433.23677355,1143372.34830686,1188374.81009614,1069389.48863027,1058516.55377884,600114.253654076,1657804.28862482,869477.119769615,1846113.09918086,1909587.58533411,1208564.52365305,1565128.37701171,1117313.40062241,844823.302594868
"S_DGCC","S_DGCC 40:8 +4O",1916307.26824524,887077.54635047,151767.444898889,2881368.67736378,2554006.47163315,580518.075324779,514729.196683449,43980.9762591016,215402.827222708,0,32266.1028045441,2974958.55384798,0,247461.062680092,6286753.13690276,3309615.26450824,5748008.54198165,1899619.27563189,446150.265931045,6238702.51565687,142413.041908825,6621342.58781343,1459716.93122855,0,0,2622821.7088428,3272053.61401127,3983144.93388669,79198.8458645389,1766745.64672444,4551678.36742725,3406895.61221506,8208367.45862855,154325.521971644,6722146.78114732,2859129.36941797
"S_DGCC","S_DGCC 42:0 +4O",9558670.15731417,4811537.45388877,1098833.96319948,20133769.3976235,25365017.6027095,6476588.79537424,7051528.17369024,582926.244822594,5921172.2249841,1705515.5786623,493531.757807299,4136876.91830076,312706.935402502,3184334.22479167,5251518.3786547,24145748.1812999,6131605.59670609,16324546.0196369,2575175.09561842,19852812.8086398,2211297.26152272,5278906.27096426,19103275.4872962,668895.432082427,324880.420394791,5276746.66598126,5088783.37250046,16530068.3019502,2376118.04618878,42940606.5673114,14826451.9968743,12480844.589046,13534471.0278098,771110.058445064,12500720.2585435,7327586.92637054
"S_DGCC","S_DGCC 42:1 +1O",583349.215216287,303759.510712162,124118.229290428,1865163.75396072,84870.521127474,424729.667192016,571442.218762567,1971654.7188089,405211.85020973,4031466.53676583,2797132.41458017,699851.136286488,1220399.68307274,0,934594.70955058,680650.034461446,1336496.38957884,62357.9230323758,359495.345721139,1072922.33930429,1922323.44771624,441946.613101935,1075523.31993246,418929.234539731,610047.942417032,529834.703741294,666939.210860373,1121787.97635726,418815.164906721,1086516.60366017,780585.226160084,759526.35628385,1506703.28809937,88315.5751726438,1948522.99667086,1886659.1855379
"S_DGCC","S_DGCC 42:4 +2O",1455191.99358642,2131182.93085753,1559397.60013861,1087157.57439503,1682269.24322709,1634514.86983412,1481220.56650701,928114.13838829,1210727.89004675,937614.451095701,2051281.91768077,1207186.44031862,747313.346420286,1873727.69264903,1790408.26142592,2178730.99547027,2487766.33699392,2901447.01800728,2731463.26675265,3718418.99703064,1791222.86597981,1897328.36930864,2511172.10832352,2838565.62246055,2717579.71393031,2054826.98499627,2624387.28747153,2426434.91719558,2853005.06953387,2913983.39705303,2169809.82411814,1428513.9896659,1457497.9774383,1223274.40966407,1174148.9227259,1422419.34489673
